"RelativePath"                                                                , "Width", "Height", "Format"
"particles\glow_alpha_03.dds"                                                 , "128"  , "128"   , "dds"
"particles\glow_offset.dds"                                                   , "256"  , "256"   , "dds"
"particles\glow_streak_red.dds"                                               , "32"   , "128"   , "dds"
"particles\glow_streak.dds"                                                   , "128"  , "128"   , "dds"
"particles\glow.dds"                                                          , "128"  , "128"   , "dds"
"particles\half_moon_01.dds"                                                  , "256"  , "256"   , "dds"
"particles\half_moon_blue_01.dds"                                             , "256"  , "256"   , "dds"
"particles\halfmoon_gauss_cannon_01.dds"                                      , "256"  , "256"   , "dds"
"particles\halo.dds"                                                          , "256"  , "256"   , "dds"
"particles\heavy_plasma_shot.dds"                                             , "16"   , "256"   , "dds"
"particles\heavy_quarnoncannon_muzzle_flash_01.dds"                           , "128"  , "384"   , "dds"
"particles\heavy_quarnoncannon_muzzle_flash_02.dds"                           , "128"  , "128"   , "dds"
"particles\heavy_quarnoncannon_trail_01.dds"                                  , "256"  , "256"   , "dds"
"particles\heavy_quarnoncannon_trail_02.dds"                                  , "256"  , "256"   , "dds"
"particles\heavy_quarnoncannon_trail_03.dds"                                  , "256"  , "256"   , "dds"
"particles\ice_chunks_01.dds"                                                 , "128"  , "128"   , "dds"
"particles\infected_glow_01.dds"                                              , "128"  , "128"   , "dds"
"particles\laser_lens_flare_02.dds"                                           , "128"  , "128"   , "dds"
"particles\line_orange_add_01.dds"                                            , "64"   , "64"    , "dds"
"particles\line_white_add_01.dds"                                             , "64"   , "64"    , "dds"
"particles\line_white_add_02.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_03.dds"                                             , "16"   , "16"    , "dds"
"particles\line_white_add_04.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_05.dds"                                             , "256"  , "256"   , "dds"
"particles\line_white_add_06.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_07.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_08.dds"                                             , "256"  , "256"   , "dds"
"particles\line_white_add_09.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_10.dds"                                             , "256"  , "256"   , "dds"
"particles\line_white_add_11.dds"                                             , "128"  , "512"   , "dds"
"particles\line_white_add_12.dds"                                             , "512"  , "512"   , "dds"
"particles\line_white_add_13.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_14.dds"                                             , "128"  , "128"   , "dds"
"particles\line_white_add_15.dds"                                             , "256"  , "256"   , "dds"
"particles\line_white_alpha_04.dds"                                           , "128"  , "128"   , "dds"
"particles\line_white_premod_01.dds"                                          , "128"  , "128"   , "dds"
"particles\line_white_premod_02.dds"                                          , "64"   , "64"    , "dds"
"particles\line_white_premod_03.dds"                                          , "128"  , "384"   , "dds"
"particles\miasma_alpha_01.dds"                                               , "256"  , "256"   , "dds"
"particles\miasma_mod_01.dds"                                                 , "256"  , "256"   , "dds"
"particles\miasma_mod_02.dds"                                                 , "256"  , "256"   , "dds"
"particles\missile_exhaust_fire_01.dds"                                       , "64"   , "128"   , "dds"
"particles\molecular_01.dds"                                                  , "256"  , "256"   , "dds"
"particles\molecular_ripper_01.dds"                                           , "64"   , "64"    , "dds"
"particles\moon_glow.dds"                                                     , "128"  , "128"   , "dds"
"particles\mudpot_bubble_anim_01.dds"                                         , "512"  , "64"    , "dds"
"particles\muzzle_flash_add_01.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_02.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_03.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_04.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_05.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_06.dds"                                           , "256"  , "256"   , "dds"
"particles\muzzle_flash_add_07.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_08.dds"                                           , "128"  , "128"   , "dds"
"particles\muzzle_flash_add_09.dds"                                           , "128"  , "128"   , "dds"
